distance,orientation,vel_lin,vel_ang
0.200,0.049,0.645,-3.815
0.200,0.059,0.658,-3.815
0.200,0.069,0.672,-3.815
0.200,0.079,0.687,-3.814
0.200,0.089,0.702,-3.814
0.200,0.099,0.718,-3.813
0.200,0.109,0.734,-3.812
0.200,0.119,0.750,-3.811
0.200,0.129,0.767,-3.809
0.200,0.139,0.785,-3.807
0.200,0.149,0.804,-3.805
0.200,0.159,0.824,-3.802
0.200,0.169,0.842,-3.799
0.200,0.179,0.860,-3.795
0.200,0.189,0.878,-3.791
0.200,0.199,0.898,-3.786
0.200,0.209,0.917,-3.781
0.200,0.219,0.937,-3.775
0.200,0.229,0.958,-3.769
0.200,0.239,0.978,-3.762
0.200,0.249,1.000,-3.754
0.200,0.259,1.020,-3.746
0.200,0.269,1.039,-3.736
0.200,0.279,1.059,-3.727
0.200,0.289,1.079,-3.717
0.200,0.299,1.100,-3.706
0.200,0.309,1.120,-3.694
0.200,0.319,1.141,-3.682
0.200,0.329,1.160,-3.669
0.200,0.339,1.180,-3.656
0.200,0.349,1.199,-3.642
0.200,0.359,1.218,-3.627
0.200,0.369,1.237,-3.612
0.200,0.379,1.257,-3.596
0.200,0.389,1.275,-3.580
0.200,0.399,1.293,-3.585
0.200,0.409,1.310,-3.601
0.200,0.419,1.328,-3.617
0.200,0.429,1.346,-3.632
0.200,0.439,1.363,-3.646
0.200,0.449,1.378,-3.660
0.200,0.459,1.394,-3.673
0.200,0.469,1.410,-3.686
0.200,0.479,1.426,-3.698
0.200,0.489,1.441,-3.709
0.200,0.499,1.455,-3.720
0.200,0.509,1.469,-3.730
0.200,0.519,1.483,-3.739
0.200,0.529,1.496,-3.748
0.200,0.539,1.510,-3.756
0.200,0.549,1.522,-3.764
0.200,0.559,1.534,-3.771
0.200,0.569,1.546,-3.777
0.200,0.579,1.557,-3.783
0.200,0.589,1.568,-3.788
0.200,0.599,1.579,-3.793
0.200,0.609,1.589,-3.796
0.200,0.619,1.598,-3.800
0.200,0.629,1.607,-3.803
0.200,0.639,1.615,-3.806
0.200,0.649,1.623,-3.808
0.200,0.659,1.631,-3.810
0.200,0.669,1.638,-3.811
0.200,0.679,1.645,-3.812
0.200,0.689,1.652,-3.813
0.200,0.699,1.658,-3.814
0.200,0.709,1.664,-3.814
0.200,0.719,1.670,-3.815
0.200,0.729,1.675,-3.815
0.200,0.739,1.680,-3.815
0.200,0.749,1.685,-3.815
0.200,0.759,1.690,-3.815
0.200,0.769,1.695,-3.815
0.200,0.779,1.699,-3.815
0.200,0.789,1.702,-3.815
0.200,0.799,1.706,-3.815
0.200,0.809,1.709,-3.815
0.200,0.819,1.712,-3.815
0.200,0.829,1.715,-3.815
0.200,0.839,1.718,-3.815
0.200,0.849,1.720,-3.815
0.200,0.859,1.723,-3.814
0.200,0.869,1.725,-3.814
0.200,0.879,1.727,-3.814
0.200,0.889,1.729,-3.813
0.200,0.899,1.730,-3.811
0.200,0.909,1.732,-3.810
0.200,0.919,1.733,-3.809
0.200,0.929,1.735,-3.806
0.200,0.939,1.736,-3.804
0.200,0.949,1.737,-3.801
0.200,0.959,1.738,-3.797
0.200,0.969,1.739,-3.793
0.200,0.979,1.740,-3.789
0.200,0.989,1.741,-3.784
0.200,0.999,1.742,-3.779
0.200,1.009,1.743,-3.772
0.200,1.019,1.743,-3.765
0.200,1.029,1.744,-3.758
0.200,1.039,1.744,-3.750
0.200,1.049,1.745,-3.741
0.200,1.059,1.745,-3.732
0.200,1.069,1.746,-3.722
0.200,1.079,1.746,-3.712
0.200,1.089,1.746,-3.701
0.200,1.099,1.747,-3.689
0.200,1.109,1.747,-3.676
0.200,1.119,1.747,-3.663
0.200,1.129,1.748,-3.650
0.200,1.139,1.748,-3.635
0.200,1.149,1.748,-3.621
0.200,1.159,1.748,-3.605
0.200,1.169,1.748,-3.589
0.200,1.179,1.748,-3.576
0.200,1.189,1.749,-3.593
0.200,1.199,1.749,-3.608
0.200,1.209,1.749,-3.624
0.200,1.219,1.749,-3.639
0.200,1.229,1.749,-3.653
0.200,1.239,1.749,-3.666
0.200,1.249,1.749,-3.679
0.200,1.259,1.750,-3.691
0.200,1.269,1.750,-3.703
0.200,1.279,1.750,-3.714
0.200,1.289,1.750,-3.725
0.200,1.299,1.750,-3.734
0.200,1.309,1.750,-3.743
0.200,1.319,1.750,-3.752
0.200,1.329,1.750,-3.760
0.200,1.339,1.750,-3.767
0.200,1.349,1.750,-3.774
0.200,1.359,1.750,-3.780
0.200,1.369,1.750,-3.785
0.200,1.379,1.750,-3.790
0.200,1.389,1.750,-3.794
0.200,1.399,1.750,-3.798
0.200,1.409,1.750,-3.802
0.200,1.419,1.750,-3.804
0.200,1.429,1.750,-3.807
0.200,1.439,1.750,-3.809
0.200,1.449,1.750,-3.810
0.200,1.459,1.750,-3.812
0.200,1.469,1.750,-3.813
0.200,1.479,1.750,-3.814
0.200,1.489,1.750,-3.814
0.200,1.499,1.750,-3.815
0.200,1.509,1.750,-3.815
0.200,1.519,1.750,-3.815
0.200,1.529,1.750,-3.815
0.200,1.539,1.750,-3.815
0.200,1.549,1.750,-3.815
0.200,1.559,1.750,-3.815
0.200,1.569,1.750,-3.815
0.200,1.579,1.750,-3.815
0.300,-1.571,1.750,-3.741
0.300,-1.561,1.750,-3.741
0.300,-1.551,1.750,-3.741
0.300,-1.541,1.750,-3.741
0.300,-1.531,1.750,-3.741
0.300,-1.521,1.750,-3.741
0.300,-1.511,1.750,-3.741
0.300,-1.501,1.750,-3.741
0.300,-1.491,1.750,-3.741
0.300,-1.481,1.750,-3.741
0.300,-1.471,1.750,-3.741
0.300,-1.461,1.750,-3.740
0.300,-1.451,1.750,-3.738
0.300,-1.441,1.750,-3.737
0.300,-1.431,1.750,-3.735
0.300,-1.421,1.750,-3.732
0.300,-1.411,1.750,-3.730
0.300,-1.401,1.750,-3.726
0.300,-1.391,1.750,-3.722
0.300,-1.381,1.750,-3.718
0.300,-1.371,1.750,-3.713
0.300,-1.361,1.750,-3.707
0.300,-1.351,1.750,-3.701
0.300,-1.341,1.750,-3.694
0.300,-1.331,1.750,-3.687
0.300,-1.321,1.750,-3.679
0.300,-1.311,1.750,-3.670
0.300,-1.301,1.750,-3.660
0.300,-1.291,1.750,-3.650
0.300,-1.281,1.750,-3.639
0.300,-1.271,1.750,-3.628
0.300,-1.261,1.750,-3.616
0.300,-1.251,1.749,-3.603
0.300,-1.241,1.749,-3.589
0.300,-1.231,1.749,-3.575
0.300,-1.221,1.749,-3.560
0.300,-1.211,1.749,-3.545
0.300,-1.201,1.749,-3.529
0.300,-1.191,1.749,-3.512
0.300,-1.181,1.749,-3.494
0.300,-1.171,1.748,-3.502
0.300,-1.161,1.748,-3.519
0.300,-1.151,1.748,-3.536
0.300,-1.141,1.748,-3.552
0.300,-1.131,1.748,-3.567
0.300,-1.121,1.747,-3.582
0.300,-1.111,1.747,-3.596
0.300,-1.101,1.747,-3.609
0.300,-1.091,1.747,-3.621
0.300,-1.081,1.746,-3.633
0.300,-1.071,1.746,-3.644
0.300,-1.061,1.745,-3.655
0.300,-1.051,1.745,-3.665
0.300,-1.041,1.744,-3.674
0.300,-1.031,1.744,-3.682
0.300,-1.021,1.743,-3.690
0.300,-1.011,1.743,-3.697
0.300,-1.001,1.742,-3.704
0.300,-0.991,1.741,-3.710
0.300,-0.981,1.740,-3.715
0.300,-0.971,1.740,-3.720
0.300,-0.961,1.739,-3.724
0.300,-0.951,1.738,-3.728
0.300,-0.941,1.736,-3.731
0.300,-0.931,1.735,-3.733
0.300,-0.921,1.734,-3.736
0.300,-0.911,1.732,-3.738
0.300,-0.901,1.731,-3.739
0.300,-0.891,1.729,-3.740
0.300,-0.881,1.727,-3.741
0.300,-0.871,1.725,-3.741
0.300,-0.861,1.723,-3.741
0.300,-0.851,1.721,-3.741
0.300,-0.841,1.718,-3.741
0.300,-0.831,1.716,-3.741
0.300,-0.821,1.713,-3.741
0.300,-0.811,1.710,-3.741
0.300,-0.801,1.706,-3.741
0.300,-0.791,1.703,-3.741
0.300,-0.781,1.699,-3.741
0.300,-0.771,1.695,-3.741
0.300,-0.761,1.691,-3.741
0.300,-0.751,1.686,-3.741
0.300,-0.741,1.681,-3.741
0.300,-0.731,1.676,-3.741
0.300,-0.721,1.671,-3.741
0.300,-0.711,1.665,-3.741
0.300,-0.701,1.659,-3.741
0.300,-0.691,1.653,-3.741
0.300,-0.681,1.646,-3.740
0.300,-0.671,1.639,-3.739
0.300,-0.661,1.632,-3.738
0.300,-0.651,1.624,-3.736
0.300,-0.641,1.617,-3.734
0.300,-0.631,1.608,-3.731
0.300,-0.621,1.600,-3.728
0.300,-0.611,1.590,-3.724
0.300,-0.601,1.580,-3.720
0.300,-0.591,1.570,-3.716
0.300,-0.581,1.559,-3.710
0.300,-0.571,1.548,-3.705
0.300,-0.561,1.536,-3.698
0.300,-0.551,1.524,-3.691
0.300,-0.541,1.512,-3.683
0.300,-0.531,1.499,-3.675
0.300,-0.521,1.485,-3.666
0.300,-0.511,1.471,-3.656
0.300,-0.501,1.457,-3.645
0.300,-0.491,1.443,-3.634
0.300,-0.481,1.428,-3.622
0.300,-0.471,1.413,-3.610
0.300,-0.461,1.397,-3.597
0.300,-0.451,1.381,-3.583
0.300,-0.441,1.365,-3.568
0.300,-0.431,1.349,-3.553
0.300,-0.421,1.331,-3.537
0.300,-0.411,1.313,-3.521
0.300,-0.401,1.296,-3.504
0.300,-0.391,1.278,-3.493
0.300,-0.381,1.260,-3.510
0.300,-0.371,1.240,-3.527
0.300,-0.361,1.221,-3.543
0.300,-0.351,1.202,-3.559
0.300,-0.341,1.183,-3.574
0.300,-0.331,1.163,-3.588
0.300,-0.321,1.144,-3.602
0.300,-0.311,1.124,-3.615
0.300,-0.301,1.103,-3.627
0.300,-0.291,1.083,-3.638
0.300,-0.281,1.062,-3.650
0.300,-0.271,1.042,-3.660
0.300,-0.261,1.023,-3.669
0.300,-0.251,1.003,-3.678
0.300,-0.241,0.982,-3.686
0.300,-0.231,0.961,-3.694
0.300,-0.221,0.941,-3.701
0.300,-0.211,0.921,-3.707
0.300,-0.201,0.901,-3.712
0.300,-0.191,0.881,-3.718
0.300,-0.181,0.863,-3.722
0.300,-0.171,0.845,-3.726
0.300,-0.161,0.827,-3.729
0.300,-0.151,0.807,-3.732
0.300,-0.141,0.788,-3.735
0.300,-0.131,0.770,-3.737
0.300,-0.121,0.753,-3.738
0.300,-0.111,0.736,-3.740
0.300,-0.101,0.720,-3.741
0.300,-0.091,0.705,-3.741
0.300,-0.081,0.691,-3.741
0.300,-0.071,0.691,-3.741
0.300,-0.061,0.691,-3.741
0.300,-0.051,0.691,-3.741
0.300,-0.041,0.691,-3.741
0.300,-0.031,0.691,-3.741
0.300,-0.021,0.691,-3.741
0.300,-0.011,0.691,-3.741
0.300,-0.001,0.691,-3.741
0.300,0.009,0.691,-3.741
0.300,0.019,0.691,-3.741
0.300,0.029,0.691,-3.741
0.300,0.039,0.691,-3.741
0.300,0.049,0.691,-3.741
0.300,0.059,0.691,-3.741
0.300,0.069,0.691,-3.741
0.300,0.079,0.691,-3.741
0.300,0.089,0.702,-3.741
0.300,0.099,0.718,-3.741
0.300,0.109,0.734,-3.740
0.300,0.119,0.750,-3.739
0.300,0.129,0.767,-3.737
0.300,0.139,0.785,-3.735
0.300,0.149,0.804,-3.733
0.300,0.159,0.824,-3.730
0.300,0.169,0.842,-3.726
0.300,0.179,0.860,-3.723
0.300,0.189,0.878,-3.718
0.300,0.199,0.898,-3.713
0.300,0.209,0.917,-3.708
0.300,0.219,0.938,-3.702
0.300,0.229,0.958,-3.695
0.300,0.239,0.978,-3.687
0.300,0.249,1.000,-3.679
0.300,0.259,1.020,-3.671
0.300,0.269,1.039,-3.661
0.300,0.279,1.059,-3.651
0.300,0.289,1.079,-3.640
0.300,0.299,1.100,-3.629
0.300,0.309,1.120,-3.617
0.300,0.319,1.141,-3.604
0.300,0.329,1.160,-3.590
0.300,0.339,1.180,-3.576
0.300,0.349,1.199,-3.561
0.300,0.359,1.218,-3.546
0.300,0.369,1.237,-3.530
0.300,0.379,1.257,-3.513
0.300,0.389,1.275,-3.496
0.300,0.399,1.293,-3.501
0.300,0.409,1.310,-3.518
0.300,0.419,1.328,-3.535
0.300,0.429,1.346,-3.551
0.300,0.439,1.363,-3.566
0.300,0.449,1.378,-3.581
0.300,0.459,1.394,-3.595
0.300,0.469,1.410,-3.608
0.300,0.479,1.426,-3.620
0.300,0.489,1.441,-3.632
0.300,0.499,1.455,-3.644
0.300,0.509,1.469,-3.654
0.300,0.519,1.483,-3.664
0.300,0.529,1.496,-3.673
0.300,0.539,1.510,-3.682
0.300,0.549,1.522,-3.690
0.300,0.559,1.534,-3.697
0.300,0.569,1.546,-3.704
0.300,0.579,1.557,-3.709
0.300,0.589,1.568,-3.715
0.300,0.599,1.579,-3.720
0.300,0.609,1.589,-3.724
0.300,0.619,1.598,-3.728
0.300,0.629,1.607,-3.731
0.300,0.639,1.615,-3.733
0.300,0.649,1.623,-3.736
0.300,0.659,1.631,-3.738
0.300,0.669,1.638,-3.739
0.300,0.679,1.645,-3.740
0.300,0.689,1.652,-3.741
0.300,0.699,1.658,-3.741
0.300,0.709,1.664,-3.741
0.300,0.719,1.670,-3.741
0.300,0.729,1.675,-3.741
0.300,0.739,1.680,-3.741
0.300,0.749,1.685,-3.741
0.300,0.759,1.690,-3.741
0.300,0.769,1.695,-3.741
0.300,0.779,1.699,-3.741
0.300,0.789,1.703,-3.741
0.300,0.799,1.706,-3.741
0.300,0.809,1.709,-3.741
0.300,0.819,1.712,-3.741
0.300,0.829,1.715,-3.741
0.300,0.839,1.718,-3.741
0.300,0.849,1.720,-3.741
0.300,0.859,1.723,-3.741
0.300,0.869,1.725,-3.741
0.300,0.879,1.727,-3.741
0.300,0.889,1.729,-3.740
0.300,0.899,1.730,-3.739
0.300,0.909,1.732,-3.738
0.300,0.919,1.734,-3.736
0.300,0.929,1.735,-3.734
0.300,0.939,1.736,-3.731
0.300,0.949,1.737,-3.728
0.300,0.959,1.738,-3.725
0.300,0.969,1.739,-3.721
0.300,0.979,1.740,-3.716
0.300,0.989,1.741,-3.711
0.300,0.999,1.742,-3.705
0.300,1.009,1.743,-3.698
0.300,1.019,1.743,-3.692
0.300,1.029,1.744,-3.684
0.300,1.039,1.744,-3.675
0.300,1.049,1.745,-3.666
0.300,1.059,1.745,-3.657
0.300,1.069,1.746,-3.646
0.300,1.079,1.746,-3.635
0.300,1.089,1.746,-3.623
0.300,1.099,1.747,-3.611
0.300,1.109,1.747,-3.598
0.300,1.119,1.747,-3.584
0.300,1.129,1.748,-3.570
0.300,1.139,1.748,-3.554
0.300,1.149,1.748,-3.539
0.300,1.159,1.748,-3.522
0.300,1.169,1.748,-3.505
0.300,1.179,1.748,-3.491
0.300,1.189,1.749,-3.509
0.300,1.199,1.749,-3.526
0.300,1.209,1.749,-3.542
0.300,1.219,1.749,-3.558
0.300,1.229,1.749,-3.573
0.300,1.239,1.749,-3.587
0.300,1.249,1.749,-3.601
0.300,1.259,1.750,-3.614
0.300,1.269,1.750,-3.626
0.300,1.279,1.750,-3.638
0.300,1.289,1.750,-3.649
0.300,1.299,1.750,-3.659
0.300,1.309,1.750,-3.668
0.300,1.319,1.750,-3.677
0.300,1.329,1.750,-3.686
0.300,1.339,1.750,-3.693
0.300,1.349,1.750,-3.700
0.300,1.359,1.750,-3.706
0.300,1.369,1.750,-3.712
0.300,1.379,1.750,-3.717
0.300,1.389,1.750,-3.722
0.300,1.399,1.750,-3.726
0.300,1.409,1.750,-3.729
0.300,1.419,1.750,-3.732
0.300,1.429,1.750,-3.734
0.300,1.439,1.750,-3.737
0.300,1.449,1.750,-3.738
0.300,1.459,1.750,-3.740
0.300,1.469,1.750,-3.741
0.300,1.479,1.750,-3.741
0.300,1.489,1.750,-3.741
0.300,1.499,1.750,-3.741
0.300,1.509,1.750,-3.741
0.300,1.519,1.750,-3.741
0.300,1.529,1.750,-3.741
0.300,1.539,1.750,-3.741
0.300,1.549,1.750,-3.741
0.300,1.559,1.750,-3.741
0.300,1.569,1.750,-3.741
0.300,1.579,1.750,-3.741
0.400,-1.571,1.750,-3.659
0.400,-1.561,1.750,-3.659
0.400,-1.551,1.750,-3.659
0.400,-1.541,1.750,-3.659
0.400,-1.531,1.750,-3.659
0.400,-1.521,1.750,-3.659
0.400,-1.511,1.750,-3.659
0.400,-1.501,1.750,-3.659
0.400,-1.491,1.750,-3.659
0.400,-1.481,1.750,-3.659
0.400,-1.471,1.750,-3.659
0.400,-1.461,1.750,-3.659
0.400,-1.451,1.750,-3.659
0.400,-1.441,1.750,-3.658
0.400,-1.431,1.750,-3.656
0.400,-1.421,1.750,-3.654
0.400,-1.411,1.750,-3.651
0.400,-1.401,1.750,-3.647
0.400,-1.391,1.750,-3.643
0.400,-1.381,1.750,-3.639
0.400,-1.371,1.750,-3.633
0.400,-1.361,1.750,-3.628
0.400,-1.351,1.750,-3.621
0.400,-1.341,1.750,-3.614
0.400,-1.331,1.750,-3.606
0.400,-1.321,1.750,-3.598
0.400,-1.311,1.750,-3.589
0.400,-1.301,1.750,-3.579
0.400,-1.291,1.750,-3.568
0.400,-1.281,1.750,-3.557
0.400,-1.271,1.750,-3.545
0.400,-1.261,1.750,-3.532
0.400,-1.251,1.750,-3.519
0.400,-1.241,1.749,-3.504
0.400,-1.231,1.749,-3.489
0.400,-1.221,1.749,-3.474
0.400,-1.211,1.749,-3.457
0.400,-1.201,1.749,-3.440
0.400,-1.191,1.749,-3.423
0.400,-1.181,1.749,-3.404
0.400,-1.171,1.748,-3.413
0.400,-1.161,1.748,-3.431
0.400,-1.151,1.748,-3.448
0.400,-1.141,1.748,-3.465
0.400,-1.131,1.748,-3.481
0.400,-1.121,1.747,-3.496
0.400,-1.111,1.747,-3.511
0.400,-1.101,1.747,-3.525
0.400,-1.091,1.747,-3.538
0.400,-1.081,1.746,-3.550
0.400,-1.071,1.746,-3.562
0.400,-1.061,1.745,-3.573
0.400,-1.051,1.745,-3.583
0.400,-1.041,1.745,-3.593
0.400,-1.031,1.744,-3.602
0.400,-1.021,1.743,-3.610
0.400,-1.011,1.743,-3.617
0.400,-1.001,1.742,-3.624
0.400,-0.991,1.741,-3.630
0.400,-0.981,1.740,-3.636
0.400,-0.971,1.740,-3.641
0.400,-0.961,1.739,-3.645
0.400,-0.951,1.738,-3.649
0.400,-0.941,1.736,-3.652
0.400,-0.931,1.735,-3.655
0.400,-0.921,1.734,-3.657
0.400,-0.911,1.732,-3.659
0.400,-0.901,1.731,-3.659
0.400,-0.891,1.729,-3.659
0.400,-0.881,1.727,-3.659
0.400,-0.871,1.725,-3.659
0.400,-0.861,1.723,-3.659
0.400,-0.851,1.721,-3.659
0.400,-0.841,1.718,-3.659
0.400,-0.831,1.715,-3.659
0.400,-0.821,1.713,-3.659
0.400,-0.811,1.710,-3.659
0.400,-0.801,1.706,-3.659
0.400,-0.791,1.703,-3.659
0.400,-0.781,1.699,-3.659
0.400,-0.771,1.695,-3.659
0.400,-0.761,1.691,-3.659
0.400,-0.751,1.686,-3.659
0.400,-0.741,1.681,-3.659
0.400,-0.731,1.676,-3.659
0.400,-0.721,1.670,-3.659
0.400,-0.711,1.665,-3.659
0.400,-0.701,1.659,-3.659
0.400,-0.691,1.652,-3.659
0.400,-0.681,1.646,-3.659
0.400,-0.671,1.639,-3.659
0.400,-0.661,1.632,-3.659
0.400,-0.651,1.625,-3.657
0.400,-0.641,1.617,-3.655
0.400,-0.631,1.608,-3.652
0.400,-0.621,1.600,-3.649
0.400,-0.611,1.590,-3.645
0.400,-0.601,1.580,-3.641
0.400,-0.591,1.570,-3.636
0.400,-0.581,1.559,-3.631
0.400,-0.571,1.548,-3.625
0.400,-0.561,1.536,-3.618
0.400,-0.551,1.524,-3.611
0.400,-0.541,1.512,-3.602
0.400,-0.531,1.499,-3.594
0.400,-0.521,1.485,-3.584
0.400,-0.511,1.471,-3.574
0.400,-0.501,1.457,-3.563
0.400,-0.491,1.443,-3.551
0.400,-0.481,1.428,-3.539
0.400,-0.471,1.413,-3.526
0.400,-0.461,1.397,-3.512
0.400,-0.451,1.381,-3.498
0.400,-0.441,1.365,-3.482
0.400,-0.431,1.349,-3.466
0.400,-0.421,1.331,-3.450
0.400,-0.411,1.313,-3.432
0.400,-0.401,1.296,-3.414
0.400,-0.391,1.278,-3.403
0.400,-0.381,1.260,-3.421
0.400,-0.371,1.241,-3.439
0.400,-0.361,1.221,-3.456
0.400,-0.351,1.202,-3.473
0.400,-0.341,1.183,-3.488
0.400,-0.331,1.163,-3.503
0.400,-0.321,1.144,-3.518
0.400,-0.311,1.124,-3.531
0.400,-0.301,1.103,-3.544
0.400,-0.291,1.083,-3.556
0.400,-0.281,1.062,-3.567
0.400,-0.271,1.042,-3.578
0.400,-0.261,1.023,-3.588
0.400,-0.251,1.003,-3.597
0.400,-0.241,0.982,-3.606
0.400,-0.231,0.961,-3.613
0.400,-0.221,0.941,-3.621
0.400,-0.211,0.921,-3.627
0.400,-0.201,0.901,-3.633
0.400,-0.191,0.881,-3.638
0.400,-0.181,0.863,-3.643
0.400,-0.171,0.845,-3.647
0.400,-0.161,0.827,-3.651
0.400,-0.151,0.807,-3.653
0.400,-0.141,0.789,-3.656
0.400,-0.131,0.770,-3.658
0.400,-0.121,0.753,-3.659
0.400,-0.111,0.741,-3.659
0.400,-0.101,0.741,-3.659
0.400,-0.091,0.741,-3.659
0.400,-0.081,0.741,-3.659
0.400,-0.071,0.741,-3.659
0.400,-0.061,0.741,-3.659
0.400,-0.051,0.741,-3.659
0.400,-0.041,0.741,-3.659
0.400,-0.031,0.741,-3.659
0.400,-0.021,0.741,-3.659
0.400,-0.011,0.741,-3.659
0.400,-0.001,0.741,-3.659
0.400,0.009,0.741,-3.659
0.400,0.019,0.741,-3.659
0.400,0.029,0.741,-3.659
0.400,0.039,0.741,-3.659
0.400,0.049,0.741,-3.659
0.400,0.059,0.741,-3.659
0.400,0.069,0.741,-3.659
0.400,0.079,0.741,-3.659
0.400,0.089,0.741,-3.659
0.400,0.099,0.741,-3.659
0.400,0.109,0.741,-3.659
0.400,0.119,0.751,-3.659
0.400,0.129,0.767,-3.659
0.400,0.139,0.786,-3.656
0.400,0.149,0.804,-3.654
0.400,0.159,0.824,-3.651
0.400,0.169,0.842,-3.647
0.400,0.179,0.860,-3.643
0.400,0.189,0.878,-3.639
0.400,0.199,0.898,-3.634
0.400,0.209,0.917,-3.628
0.400,0.219,0.938,-3.622
0.400,0.229,0.958,-3.615
0.400,0.239,0.978,-3.607
0.400,0.249,1.000,-3.598
0.400,0.259,1.020,-3.590
0.400,0.269,1.039,-3.580
0.400,0.279,1.059,-3.569
0.400,0.289,1.079,-3.558
0.400,0.299,1.100,-3.546
0.400,0.309,1.121,-3.533
0.400,0.319,1.141,-3.520
0.400,0.329,1.160,-3.506
0.400,0.339,1.180,-3.491
0.400,0.349,1.199,-3.475
0.400,0.359,1.218,-3.459
0.400,0.369,1.237,-3.442
0.400,0.379,1.257,-3.424
0.400,0.389,1.275,-3.406
0.400,0.399,1.293,-3.411
0.400,0.409,1.310,-3.429
0.400,0.419,1.328,-3.447
0.400,0.429,1.346,-3.464
0.400,0.439,1.363,-3.480
0.400,0.449,1.379,-3.495
0.400,0.459,1.394,-3.510
0.400,0.469,1.410,-3.524
0.400,0.479,1.426,-3.537
0.400,0.489,1.441,-3.549
0.400,0.499,1.455,-3.561
0.400,0.509,1.469,-3.572
0.400,0.519,1.483,-3.583
0.400,0.529,1.497,-3.592
0.400,0.539,1.510,-3.601
0.400,0.549,1.522,-3.609
0.400,0.559,1.534,-3.617
0.400,0.569,1.546,-3.624
0.400,0.579,1.557,-3.630
0.400,0.589,1.568,-3.635
0.400,0.599,1.579,-3.640
0.400,0.609,1.589,-3.645
0.400,0.619,1.598,-3.649
0.400,0.629,1.607,-3.652
0.400,0.639,1.615,-3.655
0.400,0.649,1.623,-3.657
0.400,0.659,1.631,-3.659
0.400,0.669,1.638,-3.659
0.400,0.679,1.645,-3.659
0.400,0.689,1.651,-3.659
0.400,0.699,1.658,-3.659
0.400,0.709,1.664,-3.659
0.400,0.719,1.669,-3.659
0.400,0.729,1.675,-3.659
0.400,0.739,1.680,-3.659
0.400,0.749,1.685,-3.659
0.400,0.759,1.690,-3.659
0.400,0.769,1.694,-3.659
0.400,0.779,1.699,-3.659
0.400,0.789,1.702,-3.659
0.400,0.799,1.706,-3.659
0.400,0.809,1.709,-3.659
0.400,0.819,1.712,-3.659
0.400,0.829,1.715,-3.659
0.400,0.839,1.718,-3.659
0.400,0.849,1.720,-3.659
0.400,0.859,1.722,-3.659
0.400,0.869,1.725,-3.659
0.400,0.879,1.727,-3.659
0.400,0.889,1.729,-3.659
0.400,0.899,1.730,-3.659
0.400,0.909,1.732,-3.659
0.400,0.919,1.734,-3.658
0.400,0.929,1.735,-3.655
0.400,0.939,1.736,-3.652
0.400,0.949,1.737,-3.650
0.400,0.959,1.738,-3.646
0.400,0.969,1.739,-3.641
0.400,0.979,1.740,-3.637
0.400,0.989,1.741,-3.631
0.400,0.999,1.742,-3.625
0.400,1.009,1.743,-3.618
0.400,1.019,1.743,-3.611
0.400,1.029,1.744,-3.603
0.400,1.039,1.744,-3.594
0.400,1.049,1.745,-3.585
0.400,1.059,1.745,-3.575
0.400,1.069,1.746,-3.564
0.400,1.079,1.746,-3.552
0.400,1.089,1.747,-3.540
0.400,1.099,1.747,-3.527
0.400,1.109,1.747,-3.513
0.400,1.119,1.747,-3.499
0.400,1.129,1.748,-3.484
0.400,1.139,1.748,-3.468
0.400,1.149,1.748,-3.451
0.400,1.159,1.748,-3.434
0.400,1.169,1.748,-3.416
0.400,1.179,1.749,-3.401
0.400,1.189,1.749,-3.420
0.400,1.199,1.749,-3.438
0.400,1.209,1.749,-3.455
0.400,1.219,1.749,-3.471
0.400,1.229,1.749,-3.487
0.400,1.239,1.749,-3.502
0.400,1.249,1.750,-3.516
0.400,1.259,1.750,-3.530
0.400,1.269,1.750,-3.543
0.400,1.279,1.750,-3.555
0.400,1.289,1.750,-3.567
0.400,1.299,1.750,-3.577
0.400,1.309,1.750,-3.587
0.400,1.319,1.750,-3.596
0.400,1.329,1.750,-3.605
0.400,1.339,1.750,-3.613
0.400,1.349,1.750,-3.620
0.400,1.359,1.750,-3.627
0.400,1.369,1.750,-3.632
0.400,1.379,1.750,-3.638
0.400,1.389,1.750,-3.642
0.400,1.399,1.750,-3.646
0.400,1.409,1.750,-3.650
0.400,1.419,1.750,-3.653
0.400,1.429,1.750,-3.656
0.400,1.439,1.750,-3.658
0.400,1.449,1.750,-3.659
0.400,1.459,1.750,-3.659
0.400,1.469,1.750,-3.659
0.400,1.479,1.750,-3.659
0.400,1.489,1.750,-3.659
0.400,1.499,1.750,-3.659
0.400,1.509,1.750,-3.659
0.400,1.519,1.750,-3.659
0.400,1.529,1.750,-3.659
0.400,1.539,1.750,-3.659
0.400,1.549,1.750,-3.659
0.400,1.559,1.750,-3.659
0.400,1.569,1.750,-3.659
0.400,1.579,1.750,-3.659
0.500,-1.571,1.750,-3.567
0.500,-1.561,1.750,-3.567
0.500,-1.551,1.750,-3.567
0.500,-1.541,1.750,-3.567
0.500,-1.531,1.750,-3.567
0.500,-1.521,1.750,-3.567
0.500,-1.511,1.750,-3.567
0.500,-1.501,1.750,-3.567
0.500,-1.491,1.750,-3.567
0.500,-1.481,1.750,-3.567
0.500,-1.471,1.750,-3.567
0.500,-1.461,1.750,-3.567
0.500,-1.451,1.750,-3.567
0.500,-1.441,1.750,-3.567
0.500,-1.431,1.750,-3.567
0.500,-1.421,1.750,-3.567
