distance,orientation,vel_lin,vel_ang
2.000,0.609,1.657,-2.481
2.000,0.619,1.658,-2.481
2.000,0.629,1.658,-2.481
2.000,0.639,1.658,-2.481
2.000,0.649,1.665,-2.481
2.000,0.659,1.672,-2.481
2.000,0.669,1.680,-2.481
2.000,0.679,1.687,-2.481
2.000,0.689,1.693,-2.481
2.000,0.699,1.700,-2.481
2.000,0.709,1.706,-2.481
2.000,0.719,1.712,-2.481
2.000,0.729,1.717,-2.481
2.000,0.739,1.723,-2.481
2.000,0.749,1.728,-2.481
2.000,0.759,1.733,-2.481
2.000,0.769,1.737,-2.481
2.000,0.779,1.742,-2.481
2.000,0.789,1.745,-2.481
2.000,0.799,1.749,-2.481
2.000,0.809,1.752,-2.481
2.000,0.819,1.755,-2.481
2.000,0.829,1.758,-2.481
2.000,0.839,1.761,-2.481
2.000,0.849,1.764,-2.481
2.000,0.859,1.766,-2.481
2.000,0.869,1.768,-2.481
2.000,0.879,1.770,-2.481
2.000,0.889,1.772,-2.481
2.000,0.899,1.774,-2.481
2.000,0.909,1.776,-2.481
2.000,0.919,1.777,-2.481
2.000,0.929,1.779,-2.481
2.000,0.939,1.780,-2.481
2.000,0.949,1.781,-2.481
2.000,0.959,1.782,-2.481
2.000,0.969,1.784,-2.481
2.000,0.979,1.785,-2.481
2.000,0.989,1.786,-2.481
2.000,0.999,1.787,-2.481
2.000,1.009,1.788,-2.481
2.000,1.019,1.789,-2.480
2.000,1.029,1.790,-2.480
2.000,1.039,1.791,-2.480
2.000,1.049,1.792,-2.480
2.000,1.059,1.793,-2.480
2.000,1.069,1.794,-2.479
2.000,1.079,1.795,-2.479
2.000,1.089,1.796,-2.479
2.000,1.099,1.797,-2.478
2.000,1.109,1.799,-2.478
2.000,1.119,1.800,-2.478
2.000,1.129,1.801,-2.477
2.000,1.139,1.802,-2.477
2.000,1.149,1.804,-2.476
2.000,1.159,1.805,-2.476
2.000,1.169,1.807,-2.475
2.000,1.179,1.808,-2.475
2.000,1.189,1.807,-2.475
2.000,1.199,1.806,-2.476
2.000,1.209,1.804,-2.476
2.000,1.219,1.803,-2.477
2.000,1.229,1.802,-2.477
2.000,1.239,1.802,-2.478
2.000,1.249,1.801,-2.478
2.000,1.259,1.800,-2.479
2.000,1.269,1.799,-2.479
2.000,1.279,1.799,-2.479
2.000,1.289,1.798,-2.479
2.000,1.299,1.797,-2.480
2.000,1.309,1.797,-2.480
2.000,1.319,1.796,-2.480
2.000,1.329,1.796,-2.480
2.000,1.339,1.796,-2.481
2.000,1.349,1.795,-2.481
2.000,1.359,1.795,-2.481
2.000,1.369,1.795,-2.481
2.000,1.379,1.794,-2.481
2.000,1.389,1.794,-2.481
2.000,1.399,1.794,-2.481
2.000,1.409,1.794,-2.481
2.000,1.419,1.794,-2.481
2.000,1.429,1.794,-2.481
2.000,1.439,1.794,-2.481
2.000,1.449,1.794,-2.481
2.000,1.459,1.794,-2.481
2.000,1.469,1.794,-2.481
2.000,1.479,1.794,-2.481
2.000,1.489,1.794,-2.481
2.000,1.499,1.794,-2.481
2.000,1.509,1.794,-2.481
2.000,1.519,1.794,-2.481
2.000,1.529,1.794,-2.481
2.000,1.539,1.794,-2.481
2.000,1.549,1.794,-2.481
2.000,1.559,1.794,-2.481
2.000,1.569,1.794,-2.481
2.000,1.579,1.794,-2.481
2.100,-1.571,1.808,-2.460
2.100,-1.561,1.808,-2.460
2.100,-1.551,1.808,-2.460
2.100,-1.541,1.808,-2.460
2.100,-1.531,1.808,-2.460
2.100,-1.521,1.808,-2.460
2.100,-1.511,1.808,-2.460
2.100,-1.501,1.808,-2.460
2.100,-1.491,1.808,-2.460
2.100,-1.481,1.808,-2.460
2.100,-1.471,1.808,-2.460
2.100,-1.461,1.808,-2.460
2.100,-1.451,1.808,-2.460
2.100,-1.441,1.808,-2.460
2.100,-1.431,1.808,-2.460
2.100,-1.421,1.809,-2.460
2.100,-1.411,1.809,-2.460
2.100,-1.401,1.809,-2.460
2.100,-1.391,1.809,-2.460
2.100,-1.381,1.809,-2.460
2.100,-1.371,1.810,-2.459
2.100,-1.361,1.810,-2.459
2.100,-1.351,1.810,-2.459
2.100,-1.341,1.811,-2.458
2.100,-1.331,1.811,-2.458
2.100,-1.321,1.812,-2.458
2.100,-1.311,1.812,-2.457
2.100,-1.301,1.813,-2.457
2.100,-1.291,1.814,-2.456
2.100,-1.281,1.815,-2.456
2.100,-1.271,1.815,-2.455
2.100,-1.261,1.817,-2.454
2.100,-1.251,1.818,-2.454
2.100,-1.241,1.819,-2.453
2.100,-1.231,1.820,-2.452
2.100,-1.221,1.821,-2.451
2.100,-1.211,1.823,-2.450
2.100,-1.201,1.824,-2.449
2.100,-1.191,1.826,-2.447
2.100,-1.181,1.827,-2.446
2.100,-1.171,1.826,-2.447
2.100,-1.161,1.824,-2.448
2.100,-1.151,1.822,-2.449
2.100,-1.141,1.821,-2.450
2.100,-1.131,1.819,-2.451
2.100,-1.121,1.817,-2.452
2.100,-1.111,1.816,-2.453
2.100,-1.101,1.814,-2.454
2.100,-1.091,1.813,-2.455
2.100,-1.081,1.812,-2.455
2.100,-1.071,1.810,-2.456
2.100,-1.061,1.809,-2.456
2.100,-1.051,1.808,-2.457
2.100,-1.041,1.807,-2.457
2.100,-1.031,1.806,-2.458
2.100,-1.021,1.804,-2.458
2.100,-1.011,1.803,-2.459
2.100,-1.001,1.802,-2.459
2.100,-0.991,1.801,-2.459
2.100,-0.981,1.800,-2.459
2.100,-0.971,1.799,-2.460
2.100,-0.961,1.797,-2.460
2.100,-0.951,1.796,-2.460
2.100,-0.941,1.795,-2.460
2.100,-0.931,1.793,-2.460
2.100,-0.921,1.792,-2.460
2.100,-0.911,1.790,-2.460
2.100,-0.901,1.789,-2.460
2.100,-0.891,1.787,-2.460
2.100,-0.881,1.785,-2.460
2.100,-0.871,1.783,-2.460
2.100,-0.861,1.781,-2.460
2.100,-0.851,1.778,-2.460
2.100,-0.841,1.776,-2.460
2.100,-0.831,1.773,-2.460
2.100,-0.821,1.770,-2.460
2.100,-0.811,1.767,-2.460
2.100,-0.801,1.764,-2.460
2.100,-0.791,1.760,-2.460
2.100,-0.781,1.757,-2.460
2.100,-0.771,1.752,-2.460
2.100,-0.761,1.748,-2.460
2.100,-0.751,1.743,-2.460
2.100,-0.741,1.738,-2.460
2.100,-0.731,1.733,-2.460
2.100,-0.721,1.727,-2.460
2.100,-0.711,1.722,-2.460
2.100,-0.701,1.715,-2.460
2.100,-0.691,1.709,-2.460
2.100,-0.681,1.702,-2.460
2.100,-0.671,1.696,-2.460
2.100,-0.661,1.696,-2.460
2.100,-0.651,1.696,-2.460
2.100,-0.641,1.696,-2.460
2.100,-0.631,1.692,-2.460
2.100,-0.621,1.690,-2.460
2.100,-0.611,1.687,-2.460
2.100,-0.601,1.684,-2.460
2.100,-0.591,1.682,-2.459
2.100,-0.581,1.679,-2.459
2.100,-0.571,1.677,-2.459
2.100,-0.561,1.675,-2.459
2.100,-0.551,1.673,-2.458
2.100,-0.541,1.671,-2.458
2.100,-0.531,1.669,-2.458
2.100,-0.521,1.667,-2.457
2.100,-0.511,1.664,-2.457
2.100,-0.501,1.662,-2.456
2.100,-0.491,1.660,-2.455
2.100,-0.481,1.658,-2.455
2.100,-0.471,1.656,-2.454
2.100,-0.461,1.654,-2.453
2.100,-0.451,1.651,-2.452
2.100,-0.441,1.649,-2.451
2.100,-0.431,1.647,-2.450
2.100,-0.421,1.644,-2.449
2.100,-0.411,1.641,-2.448
2.100,-0.401,1.638,-2.447
2.100,-0.391,1.636,-2.446
2.100,-0.381,1.638,-2.447
2.100,-0.371,1.640,-2.449
2.100,-0.361,1.643,-2.450
2.100,-0.351,1.644,-2.451
2.100,-0.341,1.646,-2.452
2.100,-0.331,1.648,-2.453
2.100,-0.321,1.649,-2.453
2.100,-0.311,1.650,-2.454
2.100,-0.301,1.652,-2.455
2.100,-0.291,1.653,-2.456
2.100,-0.281,1.654,-2.456
2.100,-0.271,1.655,-2.457
2.100,-0.261,1.656,-2.457
2.100,-0.251,1.657,-2.458
2.100,-0.241,1.658,-2.458
2.100,-0.231,1.658,-2.458
2.100,-0.221,1.659,-2.459
2.100,-0.211,1.659,-2.459
2.100,-0.201,1.660,-2.459
2.100,-0.191,1.660,-2.460
2.100,-0.181,1.661,-2.460
2.100,-0.171,1.661,-2.460
2.100,-0.161,1.661,-2.460
2.100,-0.151,1.661,-2.460
2.100,-0.141,1.662,-2.460
2.100,-0.131,1.662,-2.460
2.100,-0.121,1.662,-2.460
2.100,-0.111,1.662,-2.460
2.100,-0.101,1.662,-2.460
2.100,-0.091,1.662,-2.460
2.100,-0.081,1.662,-2.460
2.100,-0.071,1.662,-2.460
2.100,-0.061,1.662,-2.460
2.100,-0.051,1.662,-2.460
2.100,-0.041,1.662,-2.460
2.100,-0.031,1.662,-2.460
2.100,-0.021,1.662,-2.460
2.100,-0.011,1.662,-2.460
2.100,-0.001,1.662,-2.460
2.100,0.009,1.662,-2.460
2.100,0.019,1.662,-2.460
2.100,0.029,1.662,-2.460
2.100,0.039,1.662,-2.460
2.100,0.049,1.662,-2.460
2.100,0.059,1.662,-2.460
2.100,0.069,1.662,-2.460
2.100,0.079,1.662,-2.460
2.100,0.089,1.662,-2.460
2.100,0.099,1.662,-2.460
2.100,0.109,1.662,-2.460
2.100,0.119,1.662,-2.460
2.100,0.129,1.662,-2.460
2.100,0.139,1.662,-2.460
2.100,0.149,1.661,-2.460
2.100,0.159,1.661,-2.460
2.100,0.169,1.661,-2.460
2.100,0.179,1.661,-2.460
2.100,0.189,1.660,-2.460
2.100,0.199,1.660,-2.459
2.100,0.209,1.659,-2.459
2.100,0.219,1.659,-2.459
2.100,0.229,1.658,-2.458
2.100,0.239,1.658,-2.458
2.100,0.249,1.657,-2.458
2.100,0.259,1.656,-2.457
2.100,0.269,1.655,-2.457
2.100,0.279,1.654,-2.456
2.100,0.289,1.653,-2.456
2.100,0.299,1.652,-2.455
2.100,0.309,1.651,-2.454
2.100,0.319,1.649,-2.454
2.100,0.329,1.648,-2.453
2.100,0.339,1.646,-2.452
2.100,0.349,1.645,-2.451
2.100,0.359,1.643,-2.450
2.100,0.369,1.641,-2.449
2.100,0.379,1.639,-2.447
2.100,0.389,1.637,-2.446
2.100,0.399,1.638,-2.447
2.100,0.409,1.641,-2.448
2.100,0.419,1.644,-2.449
2.100,0.429,1.646,-2.450
2.100,0.439,1.649,-2.451
2.100,0.449,1.651,-2.452
2.100,0.459,1.653,-2.453
2.100,0.469,1.656,-2.454
2.100,0.479,1.658,-2.455
2.100,0.489,1.660,-2.455
2.100,0.499,1.662,-2.456
2.100,0.509,1.664,-2.456
2.100,0.519,1.666,-2.457
2.100,0.529,1.668,-2.457
2.100,0.539,1.670,-2.458
2.100,0.549,1.673,-2.458
2.100,0.559,1.675,-2.459
2.100,0.569,1.677,-2.459
2.100,0.579,1.679,-2.459
2.100,0.589,1.681,-2.459
2.100,0.599,1.684,-2.460
2.100,0.609,1.686,-2.460
2.100,0.619,1.689,-2.460
2.100,0.629,1.692,-2.460
2.100,0.639,1.695,-2.460
2.100,0.649,1.696,-2.460
2.100,0.659,1.696,-2.460
2.100,0.669,1.696,-2.460
2.100,0.679,1.701,-2.460
2.100,0.689,1.708,-2.460
2.100,0.699,1.714,-2.460
2.100,0.709,1.721,-2.460
2.100,0.719,1.726,-2.460
2.100,0.729,1.732,-2.460
2.100,0.739,1.737,-2.460
2.100,0.749,1.742,-2.460
2.100,0.759,1.747,-2.460
2.100,0.769,1.752,-2.460
2.100,0.779,1.756,-2.460
2.100,0.789,1.760,-2.460
2.100,0.799,1.763,-2.460
2.100,0.809,1.767,-2.460
2.100,0.819,1.770,-2.460
2.100,0.829,1.773,-2.460
2.100,0.839,1.775,-2.460
2.100,0.849,1.778,-2.460
2.100,0.859,1.780,-2.460
2.100,0.869,1.783,-2.460
2.100,0.879,1.785,-2.460
2.100,0.889,1.787,-2.460
2.100,0.899,1.788,-2.460
2.100,0.909,1.790,-2.460
2.100,0.919,1.792,-2.460
2.100,0.929,1.793,-2.460
2.100,0.939,1.795,-2.460
2.100,0.949,1.796,-2.460
2.100,0.959,1.797,-2.460
2.100,0.969,1.798,-2.460
2.100,0.979,1.800,-2.459
2.100,0.989,1.801,-2.459
2.100,0.999,1.802,-2.459
2.100,1.009,1.803,-2.459
2.100,1.019,1.804,-2.458
2.100,1.029,1.805,-2.458
2.100,1.039,1.807,-2.458
2.100,1.049,1.808,-2.457
2.100,1.059,1.809,-2.457
2.100,1.069,1.810,-2.456
2.100,1.079,1.811,-2.455
2.100,1.089,1.813,-2.455
2.100,1.099,1.814,-2.454
2.100,1.109,1.816,-2.453
2.100,1.119,1.817,-2.452
2.100,1.129,1.819,-2.451
2.100,1.139,1.820,-2.450
2.100,1.149,1.822,-2.449
2.100,1.159,1.824,-2.448
2.100,1.169,1.826,-2.447
2.100,1.179,1.828,-2.446
2.100,1.189,1.826,-2.447
2.100,1.199,1.824,-2.448
2.100,1.209,1.823,-2.450
2.100,1.219,1.821,-2.451
2.100,1.229,1.820,-2.452
2.100,1.239,1.819,-2.453
2.100,1.249,1.818,-2.453
2.100,1.259,1.817,-2.454
2.100,1.269,1.816,-2.455
2.100,1.279,1.815,-2.456
2.100,1.289,1.814,-2.456
2.100,1.299,1.813,-2.457
2.100,1.309,1.813,-2.457
2.100,1.319,1.812,-2.458
2.100,1.329,1.811,-2.458
2.100,1.339,1.811,-2.458
2.100,1.349,1.810,-2.459
2.100,1.359,1.810,-2.459
2.100,1.369,1.810,-2.459
2.100,1.379,1.809,-2.460
2.100,1.389,1.809,-2.460
2.100,1.399,1.809,-2.460
2.100,1.409,1.809,-2.460
2.100,1.419,1.809,-2.460
2.100,1.429,1.808,-2.460
2.100,1.439,1.808,-2.460
2.100,1.449,1.808,-2.460
2.100,1.459,1.808,-2.460
2.100,1.469,1.808,-2.460
2.100,1.479,1.808,-2.460
2.100,1.489,1.808,-2.460
2.100,1.499,1.808,-2.460
2.100,1.509,1.808,-2.460
2.100,1.519,1.808,-2.460
2.100,1.529,1.808,-2.460
2.100,1.539,1.808,-2.460
2.100,1.549,1.808,-2.460
2.100,1.559,1.808,-2.460
2.100,1.569,1.808,-2.460
2.100,1.579,1.808,-2.460
2.200,-1.571,1.826,-2.438
2.200,-1.561,1.826,-2.438
2.200,-1.551,1.826,-2.438
2.200,-1.541,1.826,-2.438
2.200,-1.531,1.826,-2.438
2.200,-1.521,1.826,-2.438
2.200,-1.511,1.826,-2.438
2.200,-1.501,1.826,-2.438
2.200,-1.491,1.826,-2.438
2.200,-1.481,1.826,-2.438
2.200,-1.471,1.826,-2.438
2.200,-1.461,1.826,-2.438
2.200,-1.451,1.827,-2.438
2.200,-1.441,1.827,-2.438
2.200,-1.431,1.827,-2.437
2.200,-1.421,1.827,-2.437
2.200,-1.411,1.827,-2.437
2.200,-1.401,1.827,-2.437
2.200,-1.391,1.828,-2.437
2.200,-1.381,1.828,-2.436
2.200,-1.371,1.829,-2.436
2.200,-1.361,1.829,-2.436
2.200,-1.351,1.830,-2.435
2.200,-1.341,1.830,-2.435
2.200,-1.331,1.831,-2.434
2.200,-1.321,1.831,-2.433
2.200,-1.311,1.832,-2.433
2.200,-1.301,1.833,-2.432
2.200,-1.291,1.834,-2.431
2.200,-1.281,1.835,-2.430
2.200,-1.271,1.836,-2.429
2.200,-1.261,1.838,-2.428
2.200,-1.251,1.839,-2.427
2.200,-1.241,1.841,-2.426
2.200,-1.231,1.842,-2.424
2.200,-1.221,1.844,-2.423
2.200,-1.211,1.846,-2.421
2.200,-1.201,1.848,-2.419
2.200,-1.191,1.850,-2.417
2.200,-1.181,1.852,-2.415
2.200,-1.171,1.851,-2.416
2.200,-1.161,1.848,-2.418
2.200,-1.151,1.846,-2.420
2.200,-1.141,1.843,-2.422
2.200,-1.131,1.841,-2.423
2.200,-1.121,1.839,-2.425
2.200,-1.111,1.837,-2.426
2.200,-1.101,1.836,-2.427
2.200,-1.091,1.834,-2.429
2.200,-1.081,1.832,-2.430
2.200,-1.071,1.831,-2.431
2.200,-1.061,1.829,-2.432
2.200,-1.051,1.828,-2.432
2.200,-1.041,1.826,-2.433
2.200,-1.031,1.825,-2.434
2.200,-1.021,1.824,-2.434
2.200,-1.011,1.823,-2.435
2.200,-1.001,1.821,-2.435
2.200,-0.991,1.820,-2.436
2.200,-0.981,1.819,-2.436
2.200,-0.971,1.817,-2.436
2.200,-0.961,1.816,-2.437
2.200,-0.951,1.815,-2.437
2.200,-0.941,1.813,-2.437
2.200,-0.931,1.812,-2.437
2.200,-0.921,1.810,-2.438
2.200,-0.911,1.809,-2.438
2.200,-0.901,1.807,-2.438
2.200,-0.891,1.805,-2.438
2.200,-0.881,1.803,-2.438
2.200,-0.871,1.801,-2.438
2.200,-0.861,1.799,-2.438
2.200,-0.851,1.796,-2.438
2.200,-0.841,1.794,-2.438
2.200,-0.831,1.791,-2.438
2.200,-0.821,1.788,-2.438
2.200,-0.811,1.785,-2.438
2.200,-0.801,1.782,-2.438
2.200,-0.791,1.779,-2.438
2.200,-0.781,1.775,-2.438
2.200,-0.771,1.771,-2.438
2.200,-0.761,1.766,-2.438
2.200,-0.751,1.761,-2.438
2.200,-0.741,1.756,-2.438
2.200,-0.731,1.751,-2.438
2.200,-0.721,1.746,-2.438
2.200,-0.711,1.740,-2.438
2.200,-0.701,1.736,-2.438
2.200,-0.691,1.736,-2.438
2.200,-0.681,1.736,-2.438
2.200,-0.671,1.734,-2.438
2.200,-0.661,1.730,-2.438
2.200,-0.651,1.727,-2.438
2.200,-0.641,1.724,-2.437
2.200,-0.631,1.721,-2.437
2.200,-0.621,1.718,-2.437
2.200,-0.611,1.715,-2.437
2.200,-0.601,1.713,-2.437
2.200,-0.591,1.710,-2.436
2.200,-0.581,1.708,-2.436
2.200,-0.571,1.706,-2.435
2.200,-0.561,1.704,-2.435
2.200,-0.551,1.702,-2.434
2.200,-0.541,1.700,-2.434
2.200,-0.531,1.698,-2.433
2.200,-0.521,1.696,-2.432
2.200,-0.511,1.695,-2.432
2.200,-0.501,1.693,-2.431
2.200,-0.491,1.691,-2.430
2.200,-0.481,1.690,-2.429
2.200,-0.471,1.688,-2.428
2.200,-0.461,1.686,-2.426
2.200,-0.451,1.684,-2.425
2.200,-0.441,1.683,-2.424
2.200,-0.431,1.681,-2.422
2.200,-0.421,1.679,-2.420
2.200,-0.411,1.677,-2.418
2.200,-0.401,1.674,-2.416
2.200,-0.391,1.673,-2.415
2.200,-0.381,1.674,-2.417
2.200,-0.371,1.676,-2.419
2.200,-0.361,1.677,-2.421
2.200,-0.351,1.678,-2.423
2.200,-0.341,1.679,-2.424
2.200,-0.331,1.680,-2.425
2.200,-0.321,1.681,-2.427
2.200,-0.311,1.682,-2.428
2.200,-0.301,1.683,-2.429
2.200,-0.291,1.684,-2.430
2.200,-0.281,1.684,-2.431
2.200,-0.271,1.685,-2.432
2.200,-0.261,1.686,-2.433
2.200,-0.251,1.686,-2.433
2.200,-0.241,1.687,-2.434
2.200,-0.231,1.687,-2.435
2.200,-0.221,1.688,-2.435
2.200,-0.211,1.688,-2.436
2.200,-0.201,1.688,-2.436
2.200,-0.191,1.689,-2.436
2.200,-0.181,1.689,-2.437
2.200,-0.171,1.689,-2.437
2.200,-0.161,1.689,-2.437
2.200,-0.151,1.689,-2.437
2.200,-0.141,1.689,-2.437
2.200,-0.131,1.690,-2.438
2.200,-0.121,1.690,-2.438
2.200,-0.111,1.690,-2.438
2.200,-0.101,1.690,-2.438
2.200,-0.091,1.690,-2.438
2.200,-0.081,1.690,-2.438
2.200,-0.071,1.690,-2.438
2.200,-0.061,1.690,-2.438
2.200,-0.051,1.690,-2.438
2.200,-0.041,1.690,-2.438
2.200,-0.031,1.690,-2.438
2.200,-0.021,1.690,-2.438
2.200,-0.011,1.690,-2.438
2.200,-0.001,1.690,-2.438
2.200,0.009,1.690,-2.438
2.200,0.019,1.690,-2.438
2.200,0.029,1.690,-2.438
2.200,0.039,1.690,-2.438
2.200,0.049,1.690,-2.438
2.200,0.059,1.690,-2.438
2.200,0.069,1.690,-2.438
2.200,0.079,1.690,-2.438
2.200,0.089,1.690,-2.438
2.200,0.099,1.690,-2.438
2.200,0.109,1.690,-2.438
2.200,0.119,1.690,-2.438
2.200,0.129,1.690,-2.438
2.200,0.139,1.689,-2.437
2.200,0.149,1.689,-2.437
2.200,0.159,1.689,-2.437
2.200,0.169,1.689,-2.437
2.200,0.179,1.689,-2.437
2.200,0.189,1.689,-2.436
2.200,0.199,1.688,-2.436
2.200,0.209,1.688,-2.436
2.200,0.219,1.688,-2.435
2.200,0.229,1.687,-2.435
2.200,0.239,1.687,-2.434
2.200,0.249,1.686,-2.434
2.200,0.259,1.686,-2.433
2.200,0.269,1.685,-2.432
2.200,0.279,1.685,-2.431
2.200,0.289,1.684,-2.430
2.200,0.299,1.683,-2.429
2.200,0.309,1.682,-2.428
2.200,0.319,1.681,-2.427
2.200,0.329,1.680,-2.426
2.200,0.339,1.679,-2.424
2.200,0.349,1.678,-2.423
2.200,0.359,1.677,-2.421
2.200,0.369,1.676,-2.419
2.200,0.379,1.675,-2.417
2.200,0.389,1.673,-2.415
2.200,0.399,1.674,-2.416
2.200,0.409,1.676,-2.418
2.200,0.419,1.678,-2.420
2.200,0.429,1.680,-2.422
2.200,0.439,1.682,-2.423
2.200,0.449,1.684,-2.425
2.200,0.459,1.686,-2.426
2.200,0.469,1.688,-2.427
2.200,0.479,1.689,-2.429
2.200,0.489,1.691,-2.430
2.200,0.499,1.693,-2.431
2.200,0.509,1.694,-2.431
2.200,0.519,1.696,-2.432
2.200,0.529,1.698,-2.433
2.200,0.539,1.700,-2.434
2.200,0.549,1.702,-2.434
2.200,0.559,1.704,-2.435
2.200,0.569,1.706,-2.435
2.200,0.579,1.708,-2.436
2.200,0.589,1.710,-2.436
2.200,0.599,1.712,-2.436
2.200,0.609,1.715,-2.437
2.200,0.619,1.717,-2.437
2.200,0.629,1.720,-2.437
2.200,0.639,1.723,-2.437
2.200,0.649,1.726,-2.438
2.200,0.659,1.730,-2.438
2.200,0.669,1.733,-2.438
2.200,0.679,1.736,-2.438
2.200,0.689,1.736,-2.438
2.200,0.699,1.736,-2.438
2.200,0.709,1.739,-2.438
2.200,0.719,1.745,-2.438
2.200,0.729,1.750,-2.438
2.200,0.739,1.755,-2.438
2.200,0.749,1.761,-2.438
2.200,0.759,1.765,-2.438
2.200,0.769,1.770,-2.438
2.200,0.779,1.774,-2.438
2.200,0.789,1.778,-2.438
2.200,0.799,1.781,-2.438
2.200,0.809,1.785,-2.438
2.200,0.819,1.788,-2.438
2.200,0.829,1.791,-2.438
2.200,0.839,1.793,-2.438
2.200,0.849,1.796,-2.438
2.200,0.859,1.798,-2.438
2.200,0.869,1.801,-2.438
2.200,0.879,1.803,-2.438
2.200,0.889,1.805,-2.438
2.200,0.899,1.807,-2.438
2.200,0.909,1.808,-2.438
2.200,0.919,1.810,-2.438
2.200,0.929,1.812,-2.437
2.200,0.939,1.813,-2.437
2.200,0.949,1.814,-2.437
2.200,0.959,1.816,-2.437
2.200,0.969,1.817,-2.437
2.200,0.979,1.818,-2.436
2.200,0.989,1.820,-2.436
2.200,0.999,1.821,-2.435
2.200,1.009,1.822,-2.435
2.200,1.019,1.824,-2.434
2.200,1.029,1.825,-2.434
2.200,1.039,1.826,-2.433
2.200,1.049,1.828,-2.432
2.200,1.059,1.829,-2.432
2.200,1.069,1.831,-2.431
2.200,1.079,1.832,-2.430
2.200,1.089,1.834,-2.429
2.200,1.099,1.835,-2.428
2.200,1.109,1.837,-2.426
2.200,1.119,1.839,-2.425
2.200,1.129,1.841,-2.424
2.200,1.139,1.843,-2.422
2.200,1.149,1.845,-2.420
2.200,1.159,1.848,-2.418
2.200,1.169,1.850,-2.417
2.200,1.179,1.852,-2.415
2.200,1.189,1.850,-2.417
2.200,1.199,1.848,-2.419
2.200,1.209,1.846,-2.421
2.200,1.219,1.844,-2.422
2.200,1.229,1.842,-2.424
2.200,1.239,1.841,-2.425
2.200,1.249,1.839,-2.427
2.200,1.259,1.838,-2.428
2.200,1.269,1.836,-2.429
2.200,1.279,1.835,-2.430
2.200,1.289,1.834,-2.431
2.200,1.299,1.833,-2.432
2.200,1.309,1.832,-2.433
2.200,1.319,1.832,-2.433
2.200,1.329,1.831,-2.434
2.200,1.339,1.830,-2.435
2.200,1.349,1.830,-2.435
2.200,1.359,1.829,-2.436
2.200,1.369,1.829,-2.436
2.200,1.379,1.828,-2.436
2.200,1.389,1.828,-2.437
2.200,1.399,1.828,-2.437
2.200,1.409,1.827,-2.437
2.200,1.419,1.827,-2.437
2.200,1.429,1.827,-2.437
2.200,1.439,1.827,-2.438
2.200,1.449,1.827,-2.438
2.200,1.459,1.826,-2.438
2.200,1.469,1.826,-2.438
2.200,1.479,1.826,-2.438
2.200,1.489,1.826,-2.438
2.200,1.499,1.826,-2.438
2.200,1.509,1.826,-2.438
2.200,1.519,1.826,-2.438
2.200,1.529,1.826,-2.438
2.200,1.539,1.826,-2.438
2.200,1.549,1.826,-2.438
2.200,1.559,1.826,-2.438
2.200,1.569,1.826,-2.438
2.200,1.579,1.826,-2.438
2.300,-1.571,1.849,-2.412
2.300,-1.561,1.849,-2.412
2.300,-1.551,1.849,-2.412
2.300,-1.541,1.849,-2.412
2.300,-1.531,1.849,-2.412
2.300,-1.521,1.849,-2.412
2.300,-1.511,1.849,-2.412
2.300,-1.501,1.849,-2.412
2.300,-1.491,1.849,-2.412
2.300,-1.481,1.849,-2.412
2.300,-1.471,1.849,-2.412
2.300,-1.461,1.849,-2.412
2.300,-1.451,1.850,-2.412
2.300,-1.441,1.850,-2.412
2.300,-1.431,1.850,-2.412
2.300,-1.421,1.850,-2.411
2.300,-1.411,1.851,-2.411
2.300,-1.401,1.851,-2.411
2.300,-1.391,1.851,-2.410
2.300,-1.381,1.852,-2.410
2.300,-1.371,1.852,-2.410
2.300,-1.361,1.853,-2.409
2.300,-1.351,1.854,-2.408
2.300,-1.341,1.854,-2.408
2.300,-1.331,1.855,-2.407
2.300,-1.321,1.856,-2.406
2.300,-1.311,1.857,-2.405
2.300,-1.301,1.858,-2.404
2.300,-1.291,1.859,-2.403
2.300,-1.281,1.861,-2.401
2.300,-1.271,1.862,-2.400
2.300,-1.261,1.864,-2.398
2.300,-1.251,1.866,-2.397
2.300,-1.241,1.868,-2.395
2.300,-1.231,1.870,-2.393
2.300,-1.221,1.872,-2.391
2.300,-1.211,1.874,-2.388
2.300,-1.201,1.877,-2.386
2.300,-1.191,1.880,-2.383
2.300,-1.181,1.883,-2.380
2.300,-1.171,1.881,-2.382
2.300,-1.161,1.878,-2.385
2.300,-1.151,1.875,-2.387
2.300,-1.141,1.872,-2.390
2.300,-1.131,1.869,-2.392
2.300,-1.121,1.867,-2.394
2.300,-1.111,1.864,-2.396
2.300,-1.101,1.862,-2.398
2.300,-1.091,1.860,-2.399
2.300,-1.081,1.858,-2.401
2.300,-1.071,1.856,-2.402
2.300,-1.061,1.854,-2.403
2.300,-1.051,1.853,-2.404
2.300,-1.041,1.851,-2.405
2.300,-1.031,1.849,-2.406
2.300,-1.021,1.848,-2.407
2.300,-1.011,1.847,-2.408
2.300,-1.001,1.845,-2.409
2.300,-0.991,1.844,-2.409
2.300,-0.981,1.842,-2.410
2.300,-0.971,1.841,-2.410
2.300,-0.961,1.839,-2.411
2.300,-0.951,1.838,-2.411
2.300,-0.941,1.836,-2.411
2.300,-0.931,1.835,-2.411
2.300,-0.921,1.833,-2.412
2.300,-0.911,1.832,-2.412
2.300,-0.901,1.830,-2.412
2.300,-0.891,1.828,-2.412
